id,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10
438519,-6141.8,-104.5,-362.7,-1193.5,1301.2,139.3,-150.7,-68.6,94.9,257.6
76201,5964.5,346.5,-42.3,-523.3,-2348.6,-538.1,299.5,1134.5,942.2,-177.4
40045,1309.8,234.0,-170.9,66.6,178.5,53.6,-54.7,110.9,409.3,1453.9
97614,5632.9,414.2,1118.3,1517.0,3019.6,-1184.3,1068.6,-83.3,-385.6,-94.0
134458,-1391.2,-356.6,465.2,-3546.4,-316.2,-456.6,-2364.0,677.1,90.9,-1275.3
297715,-6291.4,287.7,-1423.8,-409.1,-1182.0,1150.0,22.4,-1324.4,-2746.1,317.0
71682,-8604.1,-61.0,963.9,878.9,-483.8,-658.7,407.6,-152.7,-69.9,51.6
378088,-2366.4,-120.0,669.7,-483.7,-2235.3,-3796.2,808.3,511.4,223.0,247.0
72280,9834.0,-193.4,-760.9,19.9,1258.8,-388.0,156.4,778.4,76.2,-170.0
327989,4567.2,-1658.7,283.5,296.5,1112.2,-2235.1,-332.9,-133.1,634.6,196.5
77154,-8081.2,1179.4,-680.4,147.8,-1288.8,129.6,-61.3,-213.1,155.6,192.5
334296,9840.6,620.2,-628.8,-1554.9,-881.3,730.5,-288.2,-1248.4,542.3,-74.1
344567,-5666.1,-820.6,603.1,-499.9,-373.2,268.9,-679.3,-2249.0,804.6,-247.1
235878,-8334.8,1286.9,-726.6,21.0,-1274.7,-464.9,1806.7,-10.6,165.3,74.3
151003,-7487.1,481.0,433.3,198.7,-2294.2,1267.3,242.5,-1456.4,-837.3,444.1
21275,2367.6,3502.5,1310.0,-1147.2,503.8,6.6,108.1,-518.4,-666.7,387.1
394402,1414.6,498.8,1285.9,557.4,-551.1,-1418.6,-145.6,624.7,25.1,-129.8
105531,-7037.5,-838.5,-504.1,2207.7,-627.8,-631.7,307.0,233.1,27.2,-238.0
270520,-10701.2,-188.0,1711.9,-21.1,228.5,-502.7,129.8,4.5,42.6,397.3
274359,-10428.6,-226.2,1504.8,-85.0,258.0,-359.5,38.9,-149.0,56.7,168.9
67060,3464.0,-2006.5,471.2,2106.2,-1261.5,1486.4,1235.3,803.3,697.8,215.3
124880,6963.1,1081.8,140.6,397.7,341.1,-645.2,191.7,92.5,-646.9,-1213.9
191648,-9573.0,548.9,622.1,-751.9,-493.8,267.1,370.5,-456.6,720.6,103.3
290124,-6207.7,323.6,-3530.0,489.7,-1307.2,1916.7,-456.0,-493.8,-260.8,-277.3
58414,-5850.5,481.0,-73.8,2505.2,1700.5,-986.2,-83.6,662.8,-303.8,-111.7
283964,2960.3,489.4,-424.2,512.6,350.0,-1666.7,736.1,18.6,-142.5,-1435.3
279074,-1893.9,-3390.9,1011.2,45.8,-223.9,2728.3,1576.5,571.6,368.6,-1435.5
3208,-7610.8,647.9,-562.3,441.7,547.4,1335.3,-331.3,44.2,54.5,262.1
341894,-987.5,-1312.1,-1243.8,378.0,486.2,44.9,-350.5,179.0,318.1,-274.8
311012,-10836.1,-214.9,1731.2,-34.0,231.0,-526.7,134.1,-5.1,42.9,227.9
250117,8561.9,-2156.3,-605.6,-322.3,565.9,778.0,-91.8,-97.2,-336.6,1013.2
335752,-8745.2,727.0,215.3,-105.1,955.8,-339.2,857.6,-302.5,161.3,156.3
3078,-4566.9,1613.1,394.1,-1997.0,1345.5,391.2,-119.0,515.8,54.7,454.8
332600,2100.2,574.1,-665.1,-4002.7,-1674.9,210.7,709.1,863.7,-2460.0,147.2
129966,3703.6,-1434.2,1756.9,-1732.8,-1500.0,165.8,-1441.7,-78.9,-812.0,27.7
16456,-10079.7,-192.5,549.8,47.6,-299.6,-42.3,189.7,-310.6,-15.9,-91.5
79541,8938.7,729.9,430.3,-738.3,2049.6,2333.5,-1292.8,1314.8,37.8,-114.7
320933,-720.4,1755.1,-1913.9,-120.8,95.7,915.8,-333.1,1194.5,-46.5,32.0
227116,-7827.3,1207.3,1637.2,-1160.0,-150.7,-803.7,97.9,370.6,449.9,1043.7
301012,9802.2,-34.7,974.7,-318.6,2208.3,-960.9,423.2,1607.3,348.1,-265.1
53158,-6145.0,-1971.5,-508.1,243.4,80.7,-172.9,-1119.5,-277.9,810.7,-449.7
125237,6741.1,2699.7,50.4,-1356.5,-1252.2,-53.3,-313.9,71.4,-597.0,-478.8
390456,-5895.2,629.8,247.7,1536.9,330.7,340.3,-31.9,-1621.9,-250.9,487.7
68906,-5801.0,216.1,-396.2,-369.2,350.9,323.9,-415.2,-108.2,-571.3,160.2
338881,2408.5,-3163.6,4051.5,122.1,-545.8,2243.7,-476.6,-197.7,1537.1,-355.9
45244,10334.3,1337.1,-522.6,-548.9,-201.8,-424.1,358.7,-371.3,-149.4,-67.2
38649,8136.9,-35.7,1389.1,281.8,999.8,91.5,-43.2,-843.3,-208.6,-159.0
46729,-6480.1,957.9,-1256.0,-154.3,595.0,428.0,373.2,-556.7,204.1,196.2
165982,580.2,-660.6,-525.5,224.8,-951.6,30.4,1038.2,-889.8,-568.3,143.7
46517,4527.8,-869.7,-1149.0,-2617.0,124.4,-641.7,-249.4,300.8,104.5,-463.6
49881,-7872.5,-682.7,1561.8,-1145.2,-1086.7,-71.2,-1850.6,-491.5,-1070.6,195.8
45204,1603.9,-159.4,-571.4,-373.2,-2560.7,603.6,1674.4,2844.0,352.9,-214.8
172454,5178.7,2883.9,873.7,123.1,-339.6,-15.7,-101.4,195.4,-31.6,-133.7
45448,3500.4,-1411.6,526.0,-970.0,-1733.3,-4360.7,779.1,403.5,-3143.4,-28.1
56674,-6493.3,302.0,300.7,310.0,233.0,-1438.2,707.9,1097.1,-1433.8,-673.7
233509,-3618.2,-52.4,-841.1,-1118.2,347.8,758.7,-724.9,-366.5,563.1,-696.5
5850,-596.5,-276.7,-64.7,-3264.0,1187.2,165.6,-52.2,544.1,742.4,417.5
139822,1429.2,1188.5,-126.4,-7449.3,3.7,-430.9,417.7,861.6,-1660.4,319.3
223275,-4011.4,-30.8,441.1,-390.0,-558.6,390.0,-518.3,-1.0,-2880.9,392.5
396740,1181.2,694.2,1611.8,-264.4,215.3,-1003.5,107.7,320.1,80.6,-253.1
341779,-2011.6,-461.2,351.7,-249.8,487.2,-79.4,-431.1,91.3,583.2,186.7
14694,-3353.4,2150.0,-1524.5,-1378.5,1110.9,1472.8,-758.6,1833.5,-2748.1,341.8
200907,9570.8,2094.8,-2086.4,51.4,672.1,644.2,209.6,-124.8,97.1,-45.9
414989,1552.1,1464.4,-2129.5,4183.6,-42.4,959.1,1142.0,1944.0,-490.7,42.5
309047,213.5,721.8,-157.5,4251.6,-1572.2,-935.3,-508.7,1071.4,-1938.5,23.7
366019,-2134.6,2751.9,217.3,-1259.1,-2129.5,267.9,-711.1,-133.7,88.3,-183.7
153990,-8303.2,548.6,-994.3,191.2,-504.4,928.6,-81.4,-1425.7,-965.3,-111.7
45538,9448.3,3095.3,-1687.2,143.4,1027.0,290.6,1403.9,-862.8,41.5,-436.3
89637,-4608.0,1165.4,-1882.3,-581.2,214.2,-2178.5,3083.8,-163.3,786.9,-197.2
359217,5846.4,-2050.3,403.1,723.8,-367.2,-710.2,-95.6,-640.9,-806.8,180.7
262204,2670.3,-2352.5,-113.8,-442.0,-111.7,2226.4,1141.1,612.8,-964.7,141.4
206265,-6440.9,-292.3,-1938.9,-22.0,350.0,-145.3,980.3,-727.9,310.5,-1141.0
19816,-4946.0,-42.0,-1853.7,187.8,-1295.3,423.1,840.0,-456.7,315.0,636.2
337104,4703.4,-1570.0,3611.5,3851.2,1061.4,-1468.9,-804.0,-423.6,791.3,56.3
49106,-4261.9,-677.1,-368.1,-557.0,712.8,190.0,-233.3,-801.4,100.5,584.1
209973,1384.4,-456.2,592.0,-592.6,25.5,-857.2,-498.8,1346.2,-1080.7,-121.3
357938,-2482.8,-3458.8,-1782.0,-1278.2,642.7,-427.3,44.7,-382.0,230.7,1039.3
383067,-2445.5,724.1,1442.8,-454.2,-36.2,496.4,831.7,649.9,392.4,-146.0
42738,1364.2,1723.7,-1831.6,-837.5,-4267.6,74.7,-1648.6,-866.4,1453.2,120.3
256464,5535.1,1137.7,-773.2,-3.3,578.7,-847.7,-735.1,351.3,-89.7,-1103.4
399048,2818.7,4915.6,1291.0,-79.8,121.4,756.8,-274.7,-126.1,-133.9,-171.9
100589,5454.0,735.8,-971.3,480.1,252.9,-175.8,48.8,-156.7,415.2,238.2
398888,3890.7,1847.3,-264.6,-2796.6,-3028.0,-1976.2,-779.6,-1255.8,2903.6,-257.3
116067,4047.6,190.4,1321.2,-36.5,-1016.1,-333.7,-1105.0,495.4,-255.1,12.4
97981,-10282.1,-247.9,1721.9,-72.3,-108.2,-913.2,64.1,-221.1,376.8,191.4
45301,-6613.3,-779.3,-553.3,1761.0,165.1,370.4,-591.2,1420.8,-447.8,-535.5
184491,4986.5,-554.6,298.6,-140.7,88.7,162.2,-660.7,-54.5,-61.8,-270.3
75709,-1857.2,-1024.2,-1252.8,-284.8,38.1,581.4,-603.6,-847.4,-2718.2,544.7
267668,319.2,-4465.9,-4879.3,974.3,-223.4,668.1,-10.0,-1058.1,-800.4,-271.3
20625,8687.0,-1845.4,-741.8,-193.1,-681.3,2023.9,-2290.6,-143.4,-148.0,274.0
303709,-1943.6,-4018.0,1102.5,56.1,-1108.8,-47.7,-696.7,732.5,184.3,337.9
402848,4394.2,3809.4,921.2,261.4,127.7,435.0,166.8,-8.0,-175.1,764.1
359591,-2365.4,791.7,-981.3,-3038.6,1747.3,1589.9,-891.1,798.0,-502.1,196.3
47204,-1223.5,393.8,-2237.9,3348.6,-1068.1,287.6,-715.1,-1606.4,-41.1,-171.9
194775,2783.7,-157.9,1799.5,382.1,-1170.5,1209.1,-1066.5,1022.5,70.5,-97.7
159315,1013.5,-1762.9,-3018.4,-738.5,1168.6,-1619.8,-647.9,-506.8,44.9,2616.9
78811,-3132.6,542.0,-1896.4,-868.6,1215.3,900.9,900.3,-251.4,-412.1,-928.7
105910,-8761.3,755.2,-656.9,177.8,-198.9,921.1,-30.2,-1253.1,936.8,-43.4
69934,-5817.1,-613.7,1197.5,-124.5,-659.3,-716.1,-1544.4,804.9,-501.3,27.0
245073,2882.7,-1350.7,-1113.9,-382.6,279.3,442.2,-23.8,204.5,-346.6,535.3
124186,3722.2,-889.6,1500.1,-2246.1,-1325.7,519.2,-1082.2,-2236.4,1757.3,-16.9
92755,-7032.8,279.8,-1890.9,243.8,487.7,-16.5,322.1,539.3,-483.1,-499.9
263505,-9691.9,-22.2,760.7,-872.1,925.6,205.0,-314.8,783.4,169.3,392.6
424062,224.3,3425.8,-2613.5,811.0,-619.5,1433.9,-333.5,-83.3,-155.3,-70.8
174573,1519.0,1079.3,-176.3,815.8,1441.2,13.0,457.5,1114.4,208.2,-94.1
99232,-2676.8,-2106.2,2136.0,-1416.8,-507.2,886.6,1222.8,284.9,-818.6,140.7
45511,-5006.6,2165.7,-1132.3,-2270.6,275.1,1430.3,217.7,749.6,2289.8,107.0
370277,786.8,-437.8,-2083.7,-934.4,168.2,-1038.7,-431.4,213.0,2.2,1439.9
21506,-8404.1,-815.6,454.7,110.8,276.7,218.4,-343.2,-509.6,-299.3,110.1
279579,3463.2,158.8,1075.6,776.2,-1861.9,-932.3,268.4,-1111.6,972.9,372.1
5,7896.2,-662.5,3332.0,-2580.8,-721.4,-4775.3,2234.5,517.6,201.1,-70.0
143887,-510.5,-682.7,-1434.9,1975.7,2123.9,1107.2,-389.9,-1478.3,1975.9,684.6
16990,-8820.8,814.0,251.4,-100.2,626.3,-501.1,1278.9,-469.6,140.1,104.9
297276,-1196.2,5586.3,3080.5,33.7,-540.2,-66.3,-24.9,333.8,-15.0,-129.0
409999,-2128.3,1686.5,-1293.5,-837.6,563.1,782.7,-12.6,-89.3,-312.9,127.5
180570,2557.3,648.1,-236.5,-741.1,-453.1,-108.2,-399.9,-34.7,732.1,168.6
281346,5288.7,-1785.6,2612.9,1909.2,2197.3,-991.2,-569.0,1773.0,-64.9,113.7
430982,7233.6,-139.6,718.1,12.5,446.7,-1720.0,445.3,-1488.3,-1007.1,119.0
37653,-962.8,942.7,2087.1,1006.5,-1085.3,-445.3,-982.4,1141.8,-1406.1,230.4
48868,9663.5,459.6,958.1,-12.1,927.4,1126.8,-2690.1,-34.7,-81.1,38.4
81079,-4609.3,-407.9,-1494.5,-222.7,-237.3,1342.9,-448.3,-1176.1,-866.7,1541.8
34928,-10836.1,-214.9,1731.2,-34.0,231.0,-526.7,134.1,-5.1,42.9,227.9
337553,-4124.8,-1280.1,1063.7,106.8,-335.0,-852.9,-529.8,-14.1,-96.7,-1658.9
198493,2386.4,1399.8,-241.2,33.5,-231.4,224.1,-7.9,38.4,-139.2,18.6
75597,1993.2,-1751.0,3589.2,1377.6,4329.1,1368.6,399.1,-0.8,-1405.9,24.1
387507,2537.4,-2548.5,5431.5,-14.9,1526.1,2160.1,-3302.8,-158.6,-605.2,115.3
255758,-6628.9,1217.5,-672.7,141.0,876.3,856.9,197.3,222.3,1301.4,108.2
256690,3643.0,1808.0,2101.3,-612.2,507.4,256.5,-586.5,-259.9,429.4,1334.8
34151,7559.3,-1736.7,1904.3,-237.2,149.0,249.8,-883.5,-607.8,34.1,-545.0
310534,-6183.1,84.7,-1625.2,-3884.5,-959.9,-70.4,-393.0,893.6,2381.4,72.1
380657,1822.2,-2042.8,-1154.2,498.0,-581.0,-68.3,-698.9,-609.1,-202.2,289.8
107258,-6848.6,-695.3,2557.3,-1309.9,-308.4,-476.1,-207.5,200.8,-557.5,178.0
122326,2487.3,3751.7,-3466.4,338.1,-636.5,518.9,-1117.1,434.5,86.2,434.1
8954,-9206.8,125.5,-177.2,-33.9,809.8,1384.3,-1297.8,-448.1,362.7,236.6
237089,-10836.1,-214.9,1731.2,-34.0,231.0,-526.7,134.1,-5.1,42.9,227.9
62455,5724.6,-804.2,3263.5,-1191.8,2198.3,-2871.6,63.1,1074.5,807.6,-74.6
229114,6250.4,-852.2,1632.6,8.9,135.4,-2413.1,698.0,1262.5,435.8,-246.4
371507,5492.1,1451.3,50.1,278.7,-1263.0,936.3,-276.2,1177.0,-459.2,-45.2
45192,2142.7,-3776.9,-1069.5,-139.8,530.7,75.9,-207.8,384.7,350.0,-708.4
281671,-8245.6,323.7,367.3,-1247.3,640.9,424.2,-770.6,-66.7,537.8,218.2
213515,-6143.6,-1001.8,1000.2,2720.2,-206.9,-696.0,296.4,-201.2,169.7,-108.1
330061,10869.3,1546.2,-846.7,82.0,-131.9,566.3,-13.0,-24.7,-51.3,-171.7
92486,-3342.4,480.2,629.7,-150.5,-396.6,504.0,604.4,70.1,-817.7,1493.4
276918,-4717.7,2879.9,-3387.7,-608.9,272.2,1543.9,185.6,-349.9,282.3,699.8
438576,936.4,1787.1,-3957.2,-2051.5,-34.1,-724.4,334.5,85.4,423.4,243.9
212778,3704.0,-4545.5,-2940.4,-1425.9,1590.4,-1017.3,1017.6,453.6,1586.6,2175.8
361744,7409.3,-613.8,-372.6,-354.8,-368.7,399.4,-1227.5,-1629.9,2019.4,-175.3
266273,-1377.4,2106.9,-1903.7,-1244.4,2851.1,906.0,295.5,-1358.2,1822.2,93.9
157472,-7040.9,441.1,699.6,-485.7,444.9,-59.8,-3.6,-61.8,-94.0,186.2
24613,4767.7,55.2,-1389.0,476.4,2651.9,-2228.5,1217.1,-1552.9,-262.9,37.9
137703,-3184.0,1865.0,-1404.4,-577.5,669.8,1075.8,-1212.8,542.2,288.0,44.4
9613,-8527.6,489.4,997.9,-1129.4,27.4,697.8,-448.6,507.3,1475.8,-192.0
348071,10998.5,1365.4,-656.8,639.0,562.1,-165.7,230.4,-451.6,-1313.4,-57.8
314964,-15.1,-1477.0,1649.4,1946.3,-639.9,148.8,-1336.1,253.2,309.3,-15.7
231838,-81.6,432.9,1338.2,130.4,-237.6,-10.1,822.8,-2.3,178.4,-55.6
242459,-1419.6,-4669.9,-2747.1,-13.3,118.2,-379.7,-475.1,-260.0,-395.8,-4226.1
84714,1061.2,625.9,-1946.2,2152.3,-1327.4,171.7,-456.3,573.6,1492.7,-929.7
157360,-8518.4,1470.9,808.2,49.1,1436.7,574.9,-28.4,-200.1,568.3,94.7
197360,1442.2,3533.8,561.5,0.2,-958.6,697.7,-77.4,475.1,-2.8,1059.1
236163,-8207.0,25.7,1375.3,-25.8,192.0,-428.2,84.3,-15.0,30.1,181.2
55028,-2160.7,798.1,-2226.2,-1314.5,-219.2,-279.6,-372.8,-710.7,253.2,1295.9
113749,1430.1,-371.4,1600.2,3036.3,-3154.7,249.5,-1687.4,1077.3,1508.1,-37.1
230728,2852.0,-4906.2,-3247.1,-221.4,461.0,76.6,64.2,-110.7,300.5,3844.2
219759,-893.5,-710.3,-1077.8,-688.9,-139.5,-417.3,407.9,449.7,-473.4,2438.3
79197,-3986.1,3460.9,-2523.1,-1189.6,-934.2,537.5,554.8,-462.6,1845.1,109.2
364932,-3330.0,-340.5,-727.0,3043.1,-333.9,-26.5,719.1,-106.8,-436.1,217.2
141816,2629.5,2630.7,-4959.4,-2440.8,-135.4,-198.9,1384.7,643.2,-1007.5,391.6
412011,-1335.7,4257.3,-915.7,1255.4,-726.4,2635.8,832.0,-78.6,-162.1,340.0
401009,10748.2,1070.3,-552.5,574.7,340.1,-438.0,138.2,18.4,-860.9,-54.6
83877,2643.9,2440.2,87.0,-317.9,2475.9,221.5,116.0,219.8,-132.8,557.1
204804,1574.2,-1343.7,530.7,-1555.7,2877.5,1437.1,657.7,-964.5,-978.0,-24.5
274519,-7113.4,-2379.4,989.8,-193.7,1437.3,580.9,-390.7,-863.1,88.9,-462.6
267983,-1310.9,211.9,624.8,-927.8,211.5,-200.4,-22.5,1243.4,-2041.6,322.6
8271,-6977.7,2880.2,-3439.7,-778.4,-1015.1,4387.5,-2507.2,-203.7,965.8,272.8
192582,4729.2,253.6,-938.8,825.2,-74.1,-1126.8,-314.8,-444.7,122.5,284.1
333904,-742.5,799.6,-770.0,406.7,79.2,71.2,-225.2,446.2,-483.9,-64.9
138967,7051.4,592.5,-2873.9,-548.5,88.0,-1241.1,-1184.5,25.4,-877.1,885.9
1283,4157.7,-241.9,569.4,2346.2,-3165.8,-2110.2,659.2,193.7,1543.6,-36.1
172457,-38.5,-1952.1,4479.1,-841.2,5155.5,-2597.3,-173.5,-2252.7,488.9,150.4
13741,-1628.2,541.6,2665.7,-451.4,1300.2,534.6,71.1,-980.0,-335.7,-1005.4
190469,5445.8,2374.9,-2719.3,-919.7,1540.2,-934.3,325.3,839.6,-1769.8,-12.4
76333,-3647.2,2726.8,159.7,-221.9,896.3,-2528.3,1535.4,-1330.7,-182.5,39.2
290653,-1911.0,-1487.9,-4406.1,-1592.1,518.6,656.9,273.3,-244.3,-471.6,25.5
107168,2798.9,-2142.9,-1520.7,-702.5,-728.0,220.8,-848.2,-239.9,-57.8,1505.5
77778,-1390.3,-2256.7,-536.6,268.6,-258.3,-1080.9,224.3,792.3,658.1,38.6
317940,3695.5,3691.8,2322.9,17.5,585.2,209.1,-87.5,502.0,-395.8,906.7
10124,5099.6,-554.1,-842.0,592.2,-5001.4,-2169.6,440.4,996.7,-780.6,-991.8
29129,1760.6,-2319.7,1657.9,523.1,2562.5,887.9,656.6,-1356.0,99.7,-403.5
423930,-1634.9,-3372.7,-3038.3,145.6,76.0,-1980.3,-1711.1,-518.6,-168.2,-58.1
88099,7488.1,596.2,711.7,-1678.5,-243.6,1735.7,201.6,-1910.5,372.5,-105.7
198535,1663.8,1225.8,-424.4,-1330.5,1398.2,-81.4,3289.1,-22.6,723.6,-254.2
17720,3298.1,-1947.8,3403.0,4358.0,-121.2,1823.4,-173.6,1054.5,-1087.1,-175.8
417580,-3775.1,1089.0,560.2,994.8,-193.0,-440.0,-100.9,698.3,782.5,1973.4
329557,-7059.2,66.6,249.6,-210.3,604.7,35.8,-270.7,237.2,-1232.7,1235.4
361426,-102.2,669.2,-984.3,-513.8,1408.9,1064.2,-196.6,670.4,-242.4,143.4
260885,-696.7,-1533.7,-565.1,1886.0,2620.1,-865.4,-71.7,472.0,1386.0,-282.7
181748,-4857.8,1605.6,-2071.9,1871.4,663.7,1699.8,-198.2,-384.8,-1402.1,273.0
88950,10514.2,35.2,643.8,243.1,1249.6,-1425.9,295.4,1102.5,-1148.1,-68.4
253397,328.2,614.5,1531.1,-790.8,797.0,-763.9,-1421.6,753.8,68.0,407.2
367137,-8225.1,-329.2,1428.5,298.5,-15.6,-2594.2,200.3,-774.8,-62.7,99.4
181928,-2307.8,1247.3,-1196.4,-147.2,-893.1,181.3,-264.5,744.5,324.5,933.7
43770,11826.2,2032.0,-1692.4,314.9,-317.6,-65.3,-595.6,120.3,190.1,-159.6
126063,-1314.5,1093.2,-93.3,2753.4,-1016.1,-1156.1,-1150.8,15.8,1542.7,740.4
437095,2898.2,-2756.6,-704.9,244.4,175.7,1898.8,891.2,124.9,-901.8,487.8
129130,7438.0,462.2,1071.1,-1490.7,-2151.5,-626.3,698.0,-1190.8,-911.3,-59.8
449297,-2460.2,-475.0,-2285.7,920.3,1489.8,1487.1,117.3,-156.3,518.0,-673.9
383502,-6293.8,177.9,-421.3,307.1,-502.9,-982.9,58.3,10.3,-15.0,-102.4
264034,9412.4,-60.3,229.1,-369.3,678.6,-939.8,-456.1,-101.0,433.4,45.9
299551,459.2,1056.5,-644.4,7912.5,1603.0,-576.1,13.2,442.4,-870.0,245.1
144910,8215.3,477.2,617.6,-360.0,478.7,1762.0,-2523.5,502.4,-278.5,80.7
419,-5337.2,-2380.7,-1558.1,557.3,267.8,-1763.3,1753.9,-841.8,48.0,-727.2
199101,2525.0,-2754.9,2415.6,509.6,-2122.5,-413.5,-477.7,493.9,-590.9,-1084.7
383834,1331.7,-949.6,219.8,-249.7,85.2,1314.8,1266.0,314.9,513.3,-315.6
5955,-3483.7,-437.9,-1422.0,1089.9,1782.6,1827.9,-137.4,300.0,378.0,-319.4
45827,3618.7,-4616.7,-119.5,324.0,-33.8,1.7,577.6,318.2,-237.7,1234.3
60037,-1278.4,-149.5,358.1,476.1,680.9,1587.6,150.6,97.3,35.9,449.7
324383,3176.6,-3071.7,-4260.8,-1573.0,-1208.3,-553.6,-1093.5,344.9,-809.0,1160.7
211266,-10835.7,-214.5,1730.6,-34.3,230.6,-525.9,133.2,-5.5,43.6,227.9
288991,5110.0,1185.5,-245.4,968.1,597.9,-809.9,669.9,872.6,-179.7,-952.6
266630,2204.7,2611.1,-1607.0,648.8,-472.2,360.1,52.2,120.1,-734.8,-1354.9
70831,3261.7,1617.7,1421.8,3426.8,2175.5,381.5,341.5,-1504.2,-507.9,-160.1
125127,5550.0,3167.5,1711.7,-631.4,18.0,-243.6,204.2,-7.2,348.4,458.0
90930,-3847.4,-4709.7,-2216.3,-83.9,-428.9,-226.8,-76.8,-665.5,-133.9,-2730.5
214973,6786.4,-469.8,-865.5,-288.6,-109.9,1107.9,163.7,302.1,-348.1,698.7
73026,-2289.0,-2571.4,-1614.3,585.1,546.2,-358.5,-826.3,91.1,186.5,-2116.1
16044,2806.0,-1285.9,-1565.8,1608.7,537.4,-792.5,-241.9,582.9,-157.9,559.9
26859,-2479.6,774.0,167.1,130.5,542.2,131.5,-316.6,63.1,133.1,34.9
35574,-330.5,561.7,1161.7,841.2,141.8,-887.7,1246.5,-374.5,1239.4,-407.0
62069,2899.9,-1398.7,1543.3,-331.7,-321.8,937.8,-555.4,-130.4,-267.4,-1187.4
229962,-4438.5,-1379.1,3335.7,123.8,-1563.1,-1910.1,-3997.2,600.4,-342.3,463.8
219067,-5505.1,818.1,-365.3,-2592.3,332.2,-1738.8,315.6,920.6,1000.0,21.8
293288,-3606.6,853.3,-986.6,-409.8,788.9,1589.3,-1604.0,438.3,-904.8,-308.0
4384,1487.1,1262.6,200.0,81.2,625.8,336.7,62.0,429.9,71.9,1042.3
21910,-3434.6,-1511.4,2108.0,-289.0,-1007.7,1126.9,418.0,81.5,393.0,348.3
44245,-7971.6,675.7,322.6,-206.3,-246.0,-516.0,-214.9,-64.5,-33.6,219.4
244,-2461.3,-2467.2,339.8,-1622.8,142.6,-1240.5,306.8,-166.8,-2056.9,-430.2
158200,-5913.0,-595.4,1547.3,1639.0,710.8,-1264.9,80.7,224.7,133.7,377.2
437034,9434.6,1393.2,-606.3,1491.5,-2546.6,-468.5,-499.2,1170.9,1171.2,-398.4
359440,-2903.9,-1909.8,2542.0,-572.9,-35.6,-75.1,-1516.8,-819.5,-979.7,57.6
45833,-1840.2,-3280.2,-2818.8,-293.9,-1730.4,-820.0,-381.2,-44.3,-607.4,-88.5
381937,-9488.5,82.4,1243.3,-140.3,-115.2,-313.2,-480.2,-520.8,-402.4,87.2
267765,-3111.0,166.7,-2186.6,-2845.8,1126.3,1139.5,-199.1,-4.4,-53.3,-304.9
286224,-3594.6,3673.4,-1395.4,-2470.7,469.6,1112.0,1320.7,-2315.2,722.5,1416.1
101457,-1384.2,-2830.1,-881.0,-113.8,401.8,-67.5,-111.9,-759.4,673.3,-647.4
254246,-5076.1,25.1,1398.4,528.6,-987.0,-783.5,1052.8,-684.8,-1887.3,280.1
232802,-4142.0,107.4,-742.0,-4502.4,2007.2,213.6,-23.3,1175.8,698.4,494.6
43042,-3124.9,1187.9,2729.9,-692.9,3049.7,7.0,708.6,-1289.8,-59.5,359.7
62083,-4727.6,550.3,-1345.0,158.8,1205.1,1142.5,-954.8,402.6,-579.3,461.6
244259,1898.4,1323.1,-255.2,1469.5,-713.5,430.7,-525.8,102.2,495.8,-153.9
309330,250.2,-1449.6,172.8,396.9,360.5,-358.9,-1669.8,1126.1,1246.3,-1057.0
97600,-2766.0,-2691.0,309.6,-2831.2,-194.9,-823.0,-1089.3,557.4,432.6,-561.9
37010,5973.1,-904.5,1394.8,207.0,467.5,1158.2,-63.5,712.3,13.8,-851.2
219100,1372.3,4455.3,22.2,-144.4,111.1,1293.0,-142.7,1517.2,444.4,971.5
27799,-578.5,354.6,1954.9,4114.6,1407.0,428.4,-136.3,116.2,822.1,-177.0
86515,6991.9,-2698.5,117.2,531.9,-263.5,225.4,1007.0,44.6,-26.9,449.7
242584,-2583.5,2004.2,-3815.8,-1522.1,1527.6,-724.2,2393.5,2715.0,-1067.9,328.4
344739,-3184.7,600.3,-2850.6,-32.4,-4404.3,707.2,-339.5,2203.1,410.1,521.2
203981,308.9,-384.3,1020.6,803.0,-422.9,-617.0,-1088.3,503.1,751.5,-492.6
21773,-610.3,405.1,678.1,1277.1,-2046.2,532.2,-170.1,449.9,1909.9,1552.3
64294,4098.9,-1016.9,154.2,787.6,-1903.7,885.0,2310.8,-758.9,-182.9,170.9
290655,2288.7,-2704.6,4297.4,82.2,-40.8,103.3,-1345.7,-734.1,-295.0,293.3
356615,-1440.6,-469.2,2363.0,164.8,1951.1,-398.7,-2699.0,-2221.5,409.7,330.5
127110,-9672.4,61.0,1319.0,644.9,349.2,-1060.5,331.0,222.0,-40.3,195.6
177402,-5573.5,767.9,-700.3,849.9,581.4,941.8,-1011.3,166.3,27.7,359.4
146938,5329.4,1217.6,-1013.5,-915.3,1528.4,-754.8,113.1,860.1,-300.8,1093.0
261891,4961.4,-1284.4,-1390.6,698.4,377.8,-366.6,199.3,166.4,-522.4,1855.4
99733,2742.6,-3905.6,2590.3,-154.9,-1625.7,1623.1,-1711.8,-378.1,222.9,509.6
326059,-8600.8,163.0,1004.1,426.9,-23.9,-190.7,-27.5,-189.8,64.3,383.2
160165,-2718.5,410.5,-975.9,-3845.1,-395.2,906.7,-140.4,-1693.4,-2773.7,1012.8
270404,-5468.4,-2127.1,-1528.4,523.1,991.4,-538.7,-455.3,192.8,-493.9,-566.9
